URL,Page,Preferred,Mall,Product Name,Main Category,Sub Category 1,Sub Category 2,Sub Category 3,Sub Category 4,Current Rating,Total Rating,Total Sold,Favorite,Discount Range,Price Range,Discount Percentage,Free Shipping,Free Shipping Info,Shipping Location,Shipping Price Range,Brand Name,Store Name,Store Ratings,Store Products Count,Store Response Rate,Store Response Time,Store Joined,Store Followers,Shipping From,Vouchers Available,Bundle Details,Coins Available,Product Variation List,Lowest Price Guarantee,Whole Sale,Five Star,Four Star,Three Star,Two Star,One Star,With Comments,With Media,Description
https://shopee.ph/TOPK-F33-Wired-Earphone-Headphone-with-Mic-On-ear-Earphones-3.5mm-jack-Headphones-i.67974066.3747394127,11,False,True,TOPK F33 Wired Earphone Headphone with Mic On-ear Earphones 3.5mm jack Headphones,Mobiles & Gadgets,Portable Audio,Earphones,,,4.7,389,826,Favorite (146),₱220,₱76,65% OFF,False,,"Metro Manila, Metro Manila",₱0,TOPK,topk.ph,97.8K,147,76%,within hours,30 months ago,110.7K,198,True,False,True,,False,False,5 Star (333),4 Star (22),3 Star (18),2 Star (7),1 Star (9),With Comments (124),With Media (100),"Welcome to Shopee Mall - TOPK Official StoreThis item is READY STOCK. It’s AVAILABLE and welcome to place order.If you have any questions, or meet an accident on the products,✅Please CONTACT US. We will sincerely help you with the problems.❌A negative review will NOT help to solve the problems.Appreciate for your 5-star review. We will continue to improve our products and offer better service to you. We will always be with you.Specifications:• Color: Black, White• Length: 1.1m• Bluetooth: NO• Microphone: YES • Audio Jack: 3.5mm• Sound Quality: Stereo 3D Surround HeadphonesFeatures:• Dual Dynamic Drivers,inside each earphone are dual 6mm drivers, these drivers combine to enhance frequency range and produce a more natural sound. • 3D Surround music and subwoofer enhancement effects bring you an exclusive music world• Powerful bass effect Sound insulation shell transparent air pressure balance,Can not only eliminate the leaky, also enhance the aesthetic of the headphones.•Quad-Core Moving-Coil Adopt double moving- coil HONGBIAO SM technology,four horns sound quality at the same time distinct stick more bright•Simple Operation Is Controlled At Will One-button design easy operationCompatibility:• It's universal and suitable for all phones, tablets or other devices with 3.5mm jack, not limited to a certain brand.Package:• 1 * F33 Wired EarphoneAbout transportation time:• For seller prepare time: 1-3 days (pre-sale products:5-20 days);• For delivery time: about 5-25 days (different logistics, different time);If you have any questions about the product and the order, please contact us in time, we will reply and help you in the shortest possible time."
https://shopee.ph/QKZ-CK5-In-Ear-Earphone-Stereo-Race-Sport-Headset-Music-Driving-Noise-Cancelling-earphones-with-Mic-i.25597897.3624021050,11,True,False,QKZ CK5 In Ear Earphone Stereo Race Sport Headset Music Driving Noise Cancelling earphones with Mic,Mobiles & Gadgets,Portable Audio,Headphones,,,4.9,580,1.5K,Favorite (239),₱158,₱98,38% OFF,False,,"Metro Manila, Metro Manila",₱3 - ₱50,QKZ,pctech,87.6K,446,85%,within hours,3 years ago,77.1K,"Metro Manila, Metro Manila",True,False,False,"BLUE,YELLOW,RED,GREEN,BLUE-RED",False,False,5 Star (532),4 Star (32),3 Star (9),2 Star (1),1 Star (6),With Comments (212),With Media (157),"Product details of QKZ CK5 In Ear Earphone Stereo Race Sport Headset Music Driving Noise Cancelling earphones with Microphone100% Authentic Quality Guarantee.Material: PC+ABSWeight: 15gSpeaker: 9.2 mm NdFeB speakerSpeaker Power: Rated input power: 3mW, Maximum input power: 5mWImpedance: 16Ω±15%"
https://shopee.ph/Noise-Reduction-3.5mm-Wired-Heavy-Bass-Stereo-Headphone-Headset-with-Mic-for-PC-i.50788881.3753361779,11,False,False,Noise Reduction 3.5mm Wired Heavy Bass Stereo Headphone Headset with Mic for PC,Mobiles & Gadgets,Portable Audio,Headphones,,,4.7,183,450,Favorite (111),₱105,₱99,6% OFF,True,Free shipping with min order of ₱99,"Metro Manila, Metro Manila",₱0,No Brand,aikas.kds.ph,122.8K,343,79%,within hours,34 months ago,37.1K,"Metro Manila, Metro Manila",False,False,False,,False,False,5 Star (151),4 Star (15),3 Star (11),2 Star (2),1 Star (4),With Comments (54),With Media (27),"Specifications:Equipped with rotation microphone, you can freely adjust the position of the microphone.Adjustable headband, lightweight, and has soft cushion earplugs, comfortable to wear.Has the function of canceling noise, offering clear communication effect.High-quality headphone for clear sound quality.Type: Wired HeadphoneMaterial: PlasticPlug Type: 3.5mmSpeaker Diameter: 27mmImpedance: 32 OhmSensitivity: 100dBFrequency Response Range: 20Hz - 20KHzMax. Input Power: 100m-WFeatures: Wired, Easy to Use, with MicCable Length: 145cm/57"" (Approx.)Size: 13cm x 16cm x 5cm/5.12"" x 6.30"" x 1.97"" (Approx.)Notes:Due to the light and screen setting difference, the color of item may be slightly different from the pictures.Please allow slight dimension difference due to different manual measurement.Package Includes:1 x Wired Headphone"
https://shopee.ph/HEADPHONE-BLUETOOTH-CANDY-MACARON-VERSION-5.0-WIRELESS-YOUNG-BASS-i.49777190.3443198528,11,False,False,HEADPHONE BLUETOOTH CANDY MACARON VERSION 5.0 WIRELESS YOUNG BASS,Mobiles & Gadgets,Portable Audio,Headphones,,,4.9,390,969,Favorite (641),0,₱229,0,False,,"Metro Manila, Metro Manila",₱3,No Brand,rdns.ph,14.4K,188,96%,within hours,34 months ago,8.5K,"Metro Manila, Metro Manila",False,False,False,"black,white,yellow,pink,blue,green",False,False,5 Star (357),4 Star (27),3 Star (2),2 Star (2),1 Star (2),With Comments (145),With Media (98),Bluetooth solution: 5.0 (Bluetooth system compatible with Bluetooth 2.1 / 2.0 / 1.2) USB charging: DC 5V FM frequency: 87.5-108MHz Bluetooth frequency: 2.401-2.480GHz Bluetooth distance: 10 meters Response frequency: 50Hz-20KHz output power: 35mW signal to noise ratio: 88 Db charging time: 2 hours frequency range: 20KHz-20000KHz
https://shopee.ph/plastic-high-quality-electronic-music-universal-earphone-handsfree-headset-w-mic-cod-i.20850616.3717671906,11,False,False,plastic high quality electronic music universal earphone handsfree headset w/mic cod,Mobiles & Gadgets,Portable Audio,Earphones,,,4.5,543,7.8K,Favorite (150),0,₱19,0,True,Free shipping with min order of ₱99,"Metro Manila, Metro Manila",₱0 - ₱45,No Brand,crazystyleshop,160.4K,632,63%,within hours,4 years ago,63.6K,"Metro Manila, Metro Manila",True,False,False,"bk,blue,pk,w,red",True,True,5 Star (430),4 Star (32),3 Star (36),2 Star (15),1 Star (30),With Comments (169),With Media (95),🖌 FREE shipping fee with minimum order of P199 🖌 Cash on Delivery (COD) is available             DELIVERY PERIOD:  🚚 1-3 days Metro Manila🚚 2-7 days Provincial  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes⚠️ Strictly NO CANCELLATION once the order is confirmed.💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
https://shopee.ph/u19-universal-headset-i.20850616.3714455115,11,False,False,u19 universal headset,Mobiles & Gadgets,Portable Audio,Earphones,,,4.6,322,2.2K,Favorite (151),0,₱38,0,True,Free shipping with min order of ₱99,"Metro Manila, Metro Manila",₱0 - ₱45,,crazystyleshop,160.4K,632,63%,within hours,4 years ago,63.6K,"Metro Manila, Metro Manila",True,False,False,"bk,w,blue,pk,yellow,green,dark blue,gray",False,False,5 Star (276),4 Star (17),3 Star (8),2 Star (3),1 Star (18),With Comments (93),With Media (60),"Compatible with all mobile phones, music players,  portable gaming device,  and computers. Built-in mic with Answer/call end/ mute button allows you to seamlessly switch between calls and music. #cod #U19"
https://shopee.ph/Xiaomi-Mi-Piston-3-Basic-In-Ear-Stereo-Basic-Fresh-Earphone-with-Built-in-Mic-i.188294750.3318924152,11,False,True,Xiaomi Mi Piston 3 Basic In-Ear Stereo Basic Fresh Earphone with Built in Mic,Mobiles & Gadgets,Portable Audio,Earphones,,,4.9,889,2.1K,Favorite (654),₱399,₱188,53% OFF,True,Free shipping with min order of ₱500,"Metro Manila, Metro Manila",₱0 - ₱50,Xiaomi,popcornphilippines,10.5K,297,83%,within hours,13 months ago,13K,"Metro Manila, Metro Manila",True,False,True,"BLACK,GREEN,SILVER,PINK,PURPLE",True,True,5 Star (817),4 Star (44),3 Star (12),2 Star (7),1 Star (9),With Comments (287),With Media (207),"Product details of Authentic Xiaomi Mi Piston 3 Basic In-Ear Stereo Earphone Headphones with Remote & Mic100% Guaranteed Authentic Xiaomi Products  3rd Generation Damping SystemNEW Aluminum alloy sound chamber""Spiral pipe"" sound chamber, bass performance optimizationMore professional tuning mode with super fine and sophisticated designInnovative screw balance damping system, allows you to enjoy simple and natural soundType : In-earSpeaker Impedance : 32 ΩJack Type : 3.5mm Nickel-platedRated Power : 5mWWeight : 14gCable Length : 1.25mAuthentic Xiaomi Mi Piston 3 Basic In-Ear Stereo Earphone Headphones with Remote & MicMi In-Ear Headphones BasicType : In-earSpeaker Impedance : 32 ΩJack Type : 3.5mm Nickel-platedRated Power : 5mWWeight : 14gCable Length : 1.25mFrequency Response Range 20~20,000HzProduct Ratings"
https://shopee.ph/T-G-TG166-Square-Mini-Portable-Bluetooth-Speaker-Wireless-i.71039950.1855696646,11,False,True,T&G TG166 Square Mini Portable Bluetooth Speaker Wireless,Mobiles & Gadgets,Portable Audio,Bluetooth Speaker,,,4.9,1.4K,3.2K,Favorite (825),₱600,₱192,68% OFF,False,,"Metro Manila, Metro Manila",₱3,T&G,tandgph,38.6K,242,99%,within hours,29 months ago,22.9K,"Metro Manila, Metro Manila",False,True,True,"TG166 GREEN,TG166 NAVY,TG166 BLACK,TG166 RED,TG166 GREY,TG166 PINK,TG166 YELLOW,TG166 ORANGE,TG166 BRONZE,TG166 LIGHT BLUE",False,False,5 Star (1.1K),4 Star (57),3 Star (18),2 Star (7),1 Star (12),With Comments (443),With Media (322),"Bluetooth 5.010 metersCharging DC 5V-500mahBattery 500mAhSpeaker 1*Ф52mmPower 4Ω 5W *1Impedance ≥85dbFrequency 120HZ-20KHZFunction support: TF card/ USB flash driveInterface: TF slot / USB/ micro USB1. Adopt advanced Bluetooth audio decoding chip to support all Bluetooth device connections;2, support FM radio, you can directly search the radio station in the listening area;3, the tone is soft and clear and dynamic, each level is distinct;4. Direct reading of TF card and U disk;5, Bluetooth receiving distance can be as long as 10 meters;"
https://shopee.ph/OPPO-100-Original-R11-In-Ear-Wired-Earphone-Storage-Box-i.140209506.5734555894,11,True,False,OPPO 100% Original R11 In- Ear Wired Earphone+Storage Box,Mobiles & Gadgets,Portable Audio,Earphones,,,4.8,328,1.1K,Favorite (105),₱60 - ₱130,₱30 - ₱65,50% OFF,True,Free shipping with min order of ₱99,"Metro Manila, Metro Manila",₱0 - ₱50,No Brand,ttchan.ph,18.1K,667,90%,within hours,19 months ago,3.9K,28764,False,False,False,"2 In 1,Box Only,Earphone only",False,False,5 Star (287),4 Star (20),3 Star (12),2 Star (7),1 Star (2),With Comments (103),With Media (69),Color： WhiteHeadphone output source: UniversalPlug Type: Direct Plug TypeHeadphone type: earphone type headsetPlug diameter: 3.5 mmCable length:120cmMicrophones available: YesVoice principle: movement circleWireless headphones: Wired headphonesWear: ear plugsType: CableApply to:android  iphonePackage: 1PC
https://shopee.ph/-Ready-Stock-JBL-T220-TWS-Bluetooth-V5.0-Earphones-Wireless-Earbuds-In-ear-with-Stereo-Mic-and-Charging-Box-i.192676022.5356177917,11,False,False,[Ready Stock] JBL T220 TWS Bluetooth V5.0 Earphones Wireless Earbuds In-ear with Stereo Mic and Charging Box,Mobiles & Gadgets,Portable Audio,Earphones,,,5.0,37,588,Favorite (123),"₱2,999","₱1,899",37% OFF,False,,"Metro Manila, Metro Manila",₱0,No Brand,yuyim.ph,2.1K,63,98%,within hours,12 months ago,800,19397,True,False,False,"Blue,White,Black,Green",False,False,5 Star (37),4 Star (0),3 Star (0),2 Star (0),1 Star (0),With Comments (37),With Media (30),"✅【All products are in stock】💁【We ship within 24 hours of your order】🚚【You will receive the package within 5-10 days】👉【Follow us to collect vouchers for greater discounts】🔄【Product can be replaced free of charge if it fails within 1 month】✅【Quality testing will be carried out before the product is sent out of the warehouse】💯【If you receive any broken item from our store, we promise to resend new products unconditionally! This is what other sellers can't do!】The JBL T220TWS charging box design is inspired by the round pebbles in nature. The shell of the charging box is made of frosted material, which has a delicate touch and restores the natural texture of Baopu. The semi-in-ear cavity is ergonomic and reduces the discomfort of wearing the ear. The front end of the earplug unit is made of skin-friendly flexible material, with a soft matte texture, which has both comfort and slip resistance.Bluetooth 5.0 high bit stream transmission Android iOS extreme flash connection JBL T220TWS true wireless headset, using a new generation of Bluetooth 5.0 chip, brings higher quality sound quality and low game delay, low power consumption and high bit stream audio transmission, the signal is more stable, the connection speed is faster and more reliable. Whether it is an iOS or Android device, it can connect quickly and stably, which is a well-deserved ""universal plug"". Allows you to move freely while listening to music wirelessly, with excellent performance in any environment. It can also bring up to 15 meters of transmission distance, get rid of the shackles of mobile phones and other playback devices, free and easy.New soft touch buttons 19 hours long-lasting battery life JBL T220TWS adopts a new soft touch button design. You can efficiently control switching tracks, play, and pause at the touch of your fingertips; answer and hang up calls, and the touch is light and does not hurt your ears, preventing the huge noise caused by knocking or hard buttons on the ears , And avoid touch errors. The headset has a built-in high-quality lithium battery that can provide up to 3 hours of uninterrupted music playback, and the compact charging protection box can provide an additional 16 hours of charging life.Merknaam: JBLVocalism Principe: DynamischeControle Knop: JaActieve Ruisonderdrukking: NeeCommunicatie: wirelessVolumeregeling: JaStijl: In-EarDraadloze Type: Bluetoothdraadloze: jaOndersteuning APP: NeeFunctie: voor video gameFunctie: voor mobiele telefoonFunctie: hifi hoofdtelefoonFunctie: SportAansluitingen: GeenOndersteuning Geheugenkaart: NeeWaterdicht: Jamet microfoon: JaSensitivity: 105dBNumber Of Drivers: 2Model Number: Tune 220 twsDriver Diameter: 12mm"
https://shopee.ph/L13-TWS-Wireless-Bluetooth-Headphones-Waterproof-Sports-Earbuds-Business-Headset-Music-Earphones-i.187106368.5840528363,11,False,False,L13 TWS Wireless Bluetooth Headphones Waterproof Sports Earbuds Business Headset Music Earphones,Mobiles & Gadgets,Portable Audio,Earphones,,,4.8,294,800,Favorite (195),₱300,₱199,34% OFF,True,Free shipping with min order of ₱99,"Metro Manila, Metro Manila",₱0,No Brand,henghaoda123.ph,608,270,45%,within minutes,13 months ago,910,578,False,False,False,"Pink,Blue,Black,White",False,False,5 Star (265),4 Star (15),3 Star (7),2 Star (3),1 Star (4),With Comments (113),With Media (88),"L13 TWS1. Bluetooth version: dual-mode Bluetooth v5.02. Support agreement: A2DP1.3 / HFP1.6 / HSP1.2 / AVRCP1.6 / D11.33. Wearing method: earplugs4. Bluetooth transmission distance: 10-15 meters5. Battery capacity: Both left and right ears have built-in 50mAH special customized rechargeable polymer lithium battery, and the battery capacity of the charging box is 300mAH6. Standby time: 100 hours standby in one ear, 60 hours standby in both ears7. Chip: Zhongke Lanxun8. Talking and playing time: single ear playing time is about 4-5 hours, binaural playing and talking time is about 2-3 hours, support caller ID, IOS system power display9. Charging time: about 2 hours10. Battery display, voice control, call function, support music, NFC function, multi-point connectionnote!Due to the epidemic situation, there is no way to transport in remote areas of some countries.The cargo transportation time will be slightly extended, please pay attention to buyers!Store customer service staff reply time:9:30 am to 8:30 pmIf you are unable to respond to your question in time due to time difference,Please forgive us and wish you a happy shopping ~"
https://shopee.ph/Xiaomi-Mi-Band-3-4-5-Strap-Nylon-Gelang-Wrist-band-Mi-Band-4-Penggantian-Wrist-Strap-i.135037940.5247645618,11,False,False,Xiaomi Mi Band 3 / 4 / 5 Strap Nylon Gelang Wrist band Mi Band 4 Penggantian Wrist Strap,Mobiles & Gadgets,Wearables,Smart Watch Accessories,,,5.0,155,583,Favorite (131),₱138,₱69,50% OFF,True,Free shipping with min order of ₱99,"Metro Manila, Metro Manila",₱0 - ₱50,No Brand,modeall.ph,32.2K,233,93%,within hours,19 months ago,25.1K,40378,False,False,False,"#1红色,#2海角蓝,#3裤卡其,#4粉砂,#5亮黄色,#6黑红,#7碧海,#8七色彩虹,#9海贝,#10官黑,#11纯黑,#12风云灰,#13木瓜,#14火龙果,#15靛蓝,#16冰洋蓝,#17铁锚灰,#18彩虹,#19石榴,#20反光黑,MI 3/4/5（Universal）",False,False,5 Star (149),4 Star (5),3 Star (1),2 Star (0),1 Star (0),With Comments (41),With Media (40),"Type: BraceletFunction: Repair smart watchMaterial: TPU + nylonCompatible: Suitable for Xiaomi Mi Band 3/4/5● For Xiaomi Mi Band 3 4 5● Material: high quality nylon● Easy to install and disassemble directly, locks the equipment accurately and safely● Double nylon braid provides soft cushioning● High quality connector, strong and easy to install and remove● Comfortable wrist touch and simple design style make life simple but not simple● Suitable for everyday wear, making you feel comfortable when exercising, walking, playing or sleeping"
https://shopee.ph/Original-BAVIN-Universal-Earphone-Microphone-3D-Stereo-Sound-i.59166580.1045234176,11,False,False,Original BAVIN Universal Earphone Microphone 3D Stereo Sound,Mobiles & Gadgets,Portable Audio,Earphones,,,4.8,947,3K,Favorite (347),0,₱79,0,True,Free shipping with min order of ₱99,"Metro Manila, Metro Manila",₱0 - ₱40,Bavin,tfshop91,69.4K,428,89%,within hours,32 months ago,13.8K,"Metro Manila, Metro Manila",False,False,False,"Black,White",True,True,5 Star (522),4 Star (38),3 Star (15),2 Star (7),1 Star (7),With Comments (172),With Media (114),BAVIN Universal Earphone 3D Stereo Sound👍Welcome to our store👏👏👏👉Orders are placed before 5 pm every day and shipped the next day.👉Order system beyond 5 pm is scheduled to ship after 24 hours
https://shopee.ph/New-Beats-Studio-3-By-Dr-Dre-Wireless-In-Ear-Bluetooth-Headset-i.298541610.5250231948,11,False,False,New Beats Studio 3 By Dr Dre Wireless In-Ear Bluetooth Headset,Mobiles & Gadgets,Portable Audio,Headphones,,,5.0,110,1.2K,Favorite (167),"₱1,999","₱1,399",30% OFF,False,,"Metro Manila, Metro Manila",₱0,Beats,zzengbin.ph,1.7K,64,90%,within hours,3 months ago,326,28745,True,False,False,"Blue,Black,White,Black and Red,Grey and Gold,Red",False,False,5 Star (109),4 Star (0),3 Star (1),2 Star (0),1 Star (0),With Comments (91),With Media (38),"Product Details of Studio  Bluetooth & AUX Stereo Headphone With FM Support & Answer Call Button-High Quality OEM Product-Bluetooth V4.0-FM Radio Support-Volume Control ButtonKeeps background noise way back. Powered by a pair of Built-in Rechargeable Batteries, the noise cancellation feature in a pair of Studio headphones reduces distracting ambient sound, making sure nothing comes between you and your music. Extra comfortable ear cups. Super-plush and covered with ultra-soft breathable materials, you’ll be cool and comfortable even during marathon listening sessions. On-Side control button for vol+/- when you press it. Wireless Bluetooth V4.0 Connectivity or 3.5mm Injack Connect for Playing MediaWhat in Box :1 x Studio 3 Bluetooth Headphone 1 x Mirco usb Cable*Please noted that this is not original item*We will not accept return/refund because of imitation or not ori item etc reasons#beats #headphone #bluetooth #wireless #studio3 #bass #offer #music #mp3  #goodseller #goodproduct #goodquality #warranty #phone #accessories #freeshipping #studio3 #beats #wireless #bluetooth #over #headphone"
https://shopee.ph/original-headset-universal-headset-cod-sale-lowest-price-sale-w-mic-super-bass-good-quality-sound-i.34588292.1866954821,11,False,False,original headset universal headset cod sale lowest price sale w mic super bass good quality sound,Mobiles & Gadgets,Portable Audio,Headphones,,,4.7,1.7K,6.4K,Favorite (499),0,₱48,0,True,Free shipping with min order of ₱99,"Metro Manila, Metro Manila",₱0 - ₱40,No Brand,lasteststyle,135.3K,604,68%,within hours,3 years ago,42.3K,"Metro Manila, Metro Manila",True,False,False,"white,black",True,True,5 Star (1.4K),4 Star (88),3 Star (55),2 Star (26),1 Star (37),With Comments (367),With Media (234),"universal headset w mic and volumn control #codlowestprice sale long cord headphone sale earpods ninjia and xpost _______________________________________________________________F E A T U R E S :* Amazing stereo sound : Enjoy a pleasant   high - fidelity music .* compatible with all mobile phones music players ,    portable gaming devices , and computers.* Perfect fit for ears 。* Built-in mic with call answer /call end/   mute button allows you to seemlessly switch between calls and music.* Built in controls so you can leave your phone    tucked away safely .*******************************************************************************Our company gets steady development through high quality and high quality technology .Our high quality products , reasonable prices and good after-sale services help us gain market shares.And our products has been enjoying great popularity among customers .Sincerely looking forward to cooperate with you .#earphone #sale #cod #superbass #goodquality #originalstereoheadset universal 3.5 head 3.5m bass 1meter long superbass 1m long universal w mic cod avail#headset bestsellernew "
https://shopee.ph/QKZ-CK5-In-Ear-Earphone-Stereo-Race-Sport-Headset-Music-Driving-Noise-Cancelling-earphones-with-Mic-i.188294750.7719330162,11,False,True,QKZ CK5 In Ear Earphone Stereo Race Sport Headset Music Driving Noise Cancelling earphones with Mic,Mobiles & Gadgets,Portable Audio,Earphones,,,4.9,671,1.6K,Favorite (403),₱299,₱96,68% OFF,True,Free shipping with min order of ₱500,"Metro Manila, Metro Manila",₱0 - ₱50,QKZ,popcornphilippines,10.5K,297,83%,within hours,13 months ago,13K,"Metro Manila, Metro Manila",True,False,True,"BLUE,YELLOW,RED,GREEN,BLUE RED",True,True,5 Star (623),4 Star (28),3 Star (10),2 Star (3),1 Star (7),With Comments (264),With Media (196),"Product details of QKZ CK5 In Ear Earphone Stereo Race Sport Headset Music Driving Noise Cancelling earphones with Microphone100% Authentic Quality Guarantee.Material: PC+ABSWeight: 15gSpeaker: 9.2 mm NdFeB speakerSpeaker Power: Rated input power: 3mW, Maximum input power: 5mWImpedance: 16Ω±15%"
https://shopee.ph/288-Portable-Wireless-Bluetooth-Speaker-Box-ASSORTED-COLOR-i.50114224.4705219931,11,False,False,288 Portable Wireless Bluetooth Speaker Box ASSORTED COLOR,Mobiles & Gadgets,Portable Audio,Bluetooth Speaker,,,4.7,1.1K,2.9K,Favorite (554),0,₱150,0,False,,"Metro Manila, Metro Manila",₱18 - ₱60,No Brand,zkpi.ph,28.1K,1.1K,76%,within hours,34 months ago,9.3K,"Metro Manila, Metro Manila",False,False,False,,False,False,5 Star (944),4 Star (70),3 Star (33),2 Star (17),1 Star (36),With Comments (419),With Media (261),"Portable Wireless Bluetooth Speaker Box=Color: black blue,red =Material: ABS. =Playback mode: bluetooth connection, TF card /U disk playback, USB connection, FM radio, AUX connection =Music player, mobile phone stand =Bluetooth: 4.1 =Power: 5 w =Horn unit: single horn =Horn diameter: 3 inches =LED lights: colorful =SNR: 70db =Extended storage: 16GB =Effective distance: 10M (without obstacles) =Battery capacity: 1200mah (built-in) =Usage time: 2-5hours =Charging interface: MICRO USB charging =Button functions: on/off, up/down, pause/play, volume adjustment, mode switch =Product size: 12*10*17.5cm"
https://shopee.ph/Cod-iPhone-Earpods-original-quality-headset-earphone-Bass-Sounds-Malakas-i.30578494.449052952,11,False,False,Cod iPhone Earpods original quality headset earphone Bass Sounds Malakas,Mobiles & Gadgets,Portable Audio,Earphones,,,4.6,4.1K,12K,Favorite (3.6K),₱999,₱175,82% OFF,True,Free shipping with min order of ₱500,"Metro Manila, Metro Manila",₱0 - ₱40,No Brand,king_cra,57.8K,110,93%,within hours,3 years ago,33K,"Metro Manila, Metro Manila",False,False,False,,True,True,5 Star (1.8K),4 Star (246),3 Star (104),2 Star (40),1 Star (70),With Comments (639),With Media (338),Key SpecificationsIn-ear headphonesImpedance: 23 OHMSSound Pressure Level: 109 dBFrequency (high): 21 kHzCable Length: 1.395 mSupport :iPhone 5/ 5s / 5c / 5se / 6 / 6plus / 6s / 6s plus /all iPad Beautiful sound . Can used for other cellphone.Pwede COD#iphoneearpods #earpods #goodquality #cod #iphone #iphoneheadset #headset #bestseller #prefferedseller #cod #goodsound #goodquality #onsale #wholesale #cellphoneaccessories #headphone #bass #good #gift
https://shopee.ph/U19-Macaron-Color-3.5mm-HIFI-Headset-Over-Ear-Sound-Music-with-1.2m-Earphone-Cable-i.121472425.4236956071,11,False,False,U19 Macaron Color 3.5mm HIFI Headset Over Ear Sound Music with 1.2m Earphone Cable,Mobiles & Gadgets,Portable Audio,Earphones,,,4.8,925,7.1K,Favorite (293),₱55,₱39,29% OFF,True,Free shipping with min order of ₱99,"Metro Manila, Metro Manila",₱0 - ₱40,No Brand,wgj_mall,3.6K,60,77%,within hours,22 months ago,1.8K,"Metro Manila, Metro Manila",False,False,False,"black,white,blue,gray,purple,Pink,yellow,green",True,True,5 Star (828),4 Star (47),3 Star (24),2 Star (11),1 Star (15),With Comments (348),With Media (235),"【Instructions】  Drive unit: Ф15mm / 6u (true copper ring horn)Sensitivity: 110dBFrequency Response Range: 20Hz--20KHz【Features】1. Lightning interface, headphones with automatic upgrade chip, don't have to worry about the iPhone version upgrade(Android & ios Universal);2. Functions such as up and down song selection, volume control, pause and call can be realized;3. Imported chips, lossless digital sound quality;4. Ultra-thin diaphragm copper ring horn, bass effect. 【Package Includes】1 x Earphone #headset #earphone #earphones #headphone #Macaron #vivo #oppo #android #ios #huawei #iphone #xiaomi"
https://shopee.ph/HS330-Earphones-C550-S5830-Universal-Headset-with-In-Line-Multi-Function-Call-Earphone-With-Mic-i.39445220.2602729454,11,False,False,HS330 Earphones C550 S5830 Universal Headset with In-Line Multi-Function Call Earphone With Mic,Mobiles & Gadgets,Portable Audio,Earphones,,,4.8,1.5K,5.2K,Favorite (508),₱99,₱37 - ₱39,63% OFF,True,Free shipping with min order of ₱99,"Metro Manila, Metro Manila",₱0 - ₱45,No Brand,caz.ph,292.4K,598,83%,within hours,3 years ago,188K,"Metro Manila, Metro Manila",True,False,False,"Black,White,Boxed Packagin,Simple Packaging",False,False,5 Star (988),4 Star (67),3 Star (36),2 Star (17),1 Star (24),With Comments (221),With Media (161),"HS330 C550 S5830 Universal Headset with In-Line Multi-FunctionDynamic deep bass and high-resolution treble sound - 2 speakers in each earTangle-free flat cord keeps your headset from annoying tanglesBuilt-In mic performs answer/send, volume control and track advance all within a convenient reach and without having to fumble for your phone#HS330 #C550 #S5830 #Universal #Headset #with #InLine #MultiFunction#VIVO #HUAWEI #HEADSET #OPPO #MI"
https://shopee.ph/Ulifeshop-U19-Macaron-Universal-Headset-with-In-Line-Multi-Function-Answer-Call-Button-in-earphone-i.17347931.5816111940,11,False,False,Ulifeshop U19 Macaron Universal Headset with In-Line Multi-Function Answer Call Button in-earphone,Mobiles & Gadgets,Portable Audio,Earphones,,,4.5,866,2.9K,Favorite (767),₱119,₱39,67% OFF,False,,"Metro Manila, Metro Manila",₱3 - ₱43,No Brand,ulifeshop,837.1K,1.4K,74%,within minutes,4 years ago,320K,"Metro Manila, Metro Manila",False,False,False,"White,Black,Green,Yellow,Pink,Gray,Light Blue,Navyblue",True,True,5 Star (676),4 Star (52),3 Star (43),2 Star (38),1 Star (57),With Comments (288),With Media (177),STEREO color headset  Integrated microphone·Enhanced dual unit dynamic headphones ·The ergonomic design·Winding preventing earphone line·The enhanced built-in microphone·Inline smartremote and mic on para-aramid rreinforce cables·Sealed in ear canal design for enhanced blocking of outside noise·Ergonomic earclips for optimal wearing comfort and secure ffit
https://shopee.ph/Dr.-Fog-100-ml-3mg-Vape-Juice-i.153309935.2296989133,11,False,False,Dr. Fog 100 ml 3mg Vape Juice,Mobiles & Gadgets,E-cigarettes,E-Liquids,,,4.9,349,1.3K,,₱250,₱129,48% OFF,False,,"Metro Manila, Metro Manila",₱48,,,,,,,,,,False,False,False,"Frozen Lychee,Yacold,Strawberry Pochie,Cappuccino Delight,Frozen Berries,StrawberryCheesecake,Frozen Bazooka,Sour Strawberry,Creamy Milk,Vanilla Cola",False,False,0,0,0,0,0,0,0,
