URL,Page
https://shopee.ph/Portable-Wireless-Bluetooth-Speaker-Free-Mic-HiFi-Super-Bass-LED-Flash-Light-Karaoke-KTS-Speaker-i.58188521.4113555375,0
https://shopee.ph/U19-Macaron-Color-Earphone-3.5mm-HiFi-Over-Ear-Headset-1.2m-with-Mic-i.277381516.5841460986,0
https://shopee.ph/Cheesecake-Collections-100ml-Vape-Juice-3mg-E-Liquid-Vaping-Low-Strength-High-VG-Legit-ejuice-eliqui-i.67747998.3162822182,0
https://shopee.ph/Xiaomi-Mi-In-Ear-Headphones-Basic-Piston-Earphone-i.178878153.4901820744,0
https://shopee.ph/TOPK-F17-Earphone-In-Ear-Volume-Control-with-Microphone-3.5mm-Jack-Universal-for-iPhone-Android-i.67974066.7150702509,0
https://shopee.ph/Headset(Whtie)COD%E3%80%82%E3%80%82%E3%80%82-i.16234338.291529177,0
https://shopee.ph/Boyce-I7S-TWS-Wireless-Bluetooth-Earphones-COD-i.15856348.947094777,0
https://shopee.ph/%E3%80%90Hi-Fi%E3%80%91earphones-with-mic-universal-3.5mm-plug-wired-earphone-For-iPhone-Android-phone-i.276812893.3841398375,0
https://shopee.ph/QKZ-CK5-Stereo-Sport-HiFi-In-Ear-Earphones-i.35435533.1655109156,0
https://shopee.ph/-1-Year-Local-Official-Warranty-Xiaomi-Redmi-Note-8-Pro-Global-Version-(-6GB-128GB-)-i.178878153.7701832394,0
https://shopee.ph/(COD)-9-Colors-TWS-Bluetooth-Earphone-i12-inPod-Touch-Airpod-Key-Wireless-Headphone-Earbuds-Headset-i.179602853.4159279579,0
https://shopee.ph/P47-Wireless-Bluetooth-On-Ear-Headphone-Headset-i.35147803.1089719703,0
https://shopee.ph/Flagship-Apple-High-Quality-Mic-In-Ear-Headset-Earphone-White-i.28168819.1045465729,0
https://shopee.ph/HUG-1093-Mini-Portable-Wireless-Bluetooth-Karaoke-Speaker-with-FREE-MICROPHONE-KTS-1093-LuckyrabbIT-i.235532357.6220278544,0
https://shopee.ph/A-ONE-I12-TWS-inPods-Bluetooth-Headset-Wireless-Earbuds-Touch-Control-Sport-Music-Gym-Earphones-Noise-Cancelling-Game-Hi-Fi-Stereo-Running-Earbuds-with-Mic-airpods-earpods-MACARON-for-iOS-Android-SALE-i.300094077.6648490003,0
https://shopee.ph/New-Arrival-Wireless-Bluetooth-Earphone-InPods-i12-TWS-Earbuds-5.0-HIFI-Wireless-Headphones-Wireless-i.58188521.7915007347,0
https://shopee.ph/Ship-in-24-hour2020-Top-Series-T500-Smartwatch-Men-Women-Top-Smart-Watch-Heart-Rate-Monitor-Whatsapp-Message-Reminder-Sports-Activity-Tacker-for-IOS-Android-VS-T5-i.294564589.7347999191,0
https://shopee.ph/Xiaomi-Mi-True-Wireless-Earbuds-Basic-2-Global-Version-Black-i.178878153.6103213305,0
https://shopee.ph/%E3%80%90Mag-upgrade%E3%80%91Original-i12S-TWS-inPods-12S-Wireless-Earphone-Bluetooth-Macaron-Colorful-HiFi-Sports-Earbud-i.166636343.6707834302,0
https://shopee.ph/samsung-headset-AKG-S8-S8-earphone-good-quality-i.45857763.2201934809,0
https://shopee.ph/Boyce-Wireless-Bluetooth-Headset-Earphones-With-Mic-i.15856348.197521411,0
https://shopee.ph/QKZ-AK6-Sports-Earphones-Dynamic-Earbuds-with-Microphone-Headset-Subwoofer-Bass-i.43253829.2266052594,0
https://shopee.ph/Rhian-high-quality-mic-In-Ear-Headset-Earphone-i.23558781.747414862,0
https://shopee.ph/3.5mm-With-Mic-dj-In-Ear-Bass-Subwoofer-Gaming-Earphones-Basic-Headset-i.25597897.2034336051,1
https://shopee.ph/Karaoke-Portable-Wireless-Bluetooth-Speaker-KTS-1103-With-Free-Mic-Black-mix-and-match-i.30902778.3209601302,1
https://shopee.ph/%E3%80%90Noise-Cancelling-Microphone-Headphone%E3%80%91New-Upgrade-online-class-headset-noise-cancellation-mic-with-Dual-3.5mm-port-and-built-in-noise-reduction-headphones-i.181860033.6539310796,1
https://shopee.ph/-Pluspower-ph-Samsung-Universal-Headset-HS330-i.29394359.2844045917,1
https://shopee.ph/OSQ-Karaoke-Portable-Wireless-Bluetooth-Speaker-KTS-1093-With-Free-Mic-i.36218544.6509260114,1
https://shopee.ph/lz-U19-Macaron-Universal-Headset-with-In-Line-Multi-Function-i.20850616.7114432442,1
https://shopee.ph/Relx-3-in-1-Per-Piece-Relx-Pods-Relxpods-Vape-Pods-Vape-Juice-Authentic-Vape-Depot-Philippines-VDP-i.88467172.6632990228,1
https://shopee.ph/KKSKY-Super-4D-Bass-Double-Speaker-Headset-Sport-Wired-Earphones-Headphones-with-Mic-3.5mm-i.74676032.4016679444,1
https://shopee.ph/Original-BM-800-condenser-microphone-with-v8-soundcard-and-free-headphones-i.193120893.7609422924,1
https://shopee.ph/(COD)-Cute-9-Color-TWS-i12-Wireless-Earphone-Bluetooth-Airpods-Inpods-Earphone-HiFi-Sports-Earbud-Colorful-i.270420997.5645097297,1
https://shopee.ph/TYLEX-XK19-Stereo-HiFi-Sound-Earphone-with-Built-in-Microphone-i.119987099.7417550499,1
https://shopee.ph/Realme-C12-3GB-RAM-32GB-ROM-i.119485441.7049158253,1
https://shopee.ph/Macaron-Airs-Pro-Wireless-Headphones-Airpodering-3-Headset-Smart-Touch-Aire-Earbuds-i.58188521.6745917189,1
https://shopee.ph/Flagship-A9-S-10-S6U-Portable-mini-LED-Bluetooth-Speaker-i.28168819.493640928,1
https://shopee.ph/Keystone2-E1205-Keypad-DUAL-SIM-Mobile-Phone-i.273539240.6751954450,1
https://shopee.ph/HK-Variant-Rename-Gen-2-AirPods-1-1-Size-TWS-with-Logo-GPS-Wireless-Charging-In-Smart-Ear-Sensor-Bluetooth-Earphone-Earbuds-i.231568715.6918129883,1
https://shopee.ph/Inpods-U19-Macaron-color-3D-Earbuds-Subwoofer-Wired-earphone-over-ear-Super-Bass-Music-Headset-Android-iOS-Universal-120cm-i.163970259.6519276556,1
https://shopee.ph/%E2%9C%85100-Original-Meet-P47-Bluetooth-Headphone-Wireless-MP3-FM-Bass-i.38592024.5709496768,1
https://shopee.ph/Relx-pod-3in1100-authentic-guarantee-Electric-smoked-oil-A-variety-of-flavors-i.180970841.5300917199,1
https://shopee.ph/I7S-TWS-Airpod-Wireless-Bluetooth-Earbuds-for-Android-iOS-with-charging-box-i.9277068.1933807515,1
https://shopee.ph/Smok-Mico-Vape-Pod-Kit-Legit-Smoktech-i.67747998.5333394666,1
https://shopee.ph/iphone-4s-8GB-16GB-Like-New-original-100-Second-hand-i.88839113.2168607082,1
https://shopee.ph/KTS-linkbits-1062-1036Portable-Wireless-Karaoke-Speaker-with-Mic-i.127900233.4102530161,1
https://shopee.ph/Chocos-120ml-Vape-Juice-E-Liquid-Vaping-Legit-Low-Nic-High-VG-i.67747998.6954819135,1
https://shopee.ph/vivo-Y91C-2GB-32GB-4030mAh-5MP-13MP-Rear-Camera-6.22inch-Halo-Full-view-Display-Smart-Phone-i.70046721.2030851702,1
https://shopee.ph/TECNO-KD7-Spark-5-Pro-4-GB-RAM-64-GB-ROM-i.280630977.3540884812,1
https://shopee.ph/%E2%9C%85100-Original-Meet-JBL-XB-450-Extra-BassHeadset-Stereo-headphones-With-Mic-i.38592024.7853901367,1
https://shopee.ph/Xiaomi-POCO-X3-NFC-6G-128G-Global-Version-i.178878153.6448513815,1
https://shopee.ph/SC-Y68-Waterproof-Smart-Watch-Bluetooth-Sport-SmartWatch-Men-For-IPhone-Xiaomi-Fitness-Tracker-Heart-Rate-Monitor-Women-i.293547180.7645448544,1
https://shopee.ph/Color-U19-1.2M-Stereo-Headset-Good-Quality-Headset-i.34337881.3808172698,1
https://shopee.ph/Samsung-original-handsfree-AKG-s8-s8-earphone-headset-i.26902484.2327446388,1
https://shopee.ph/KKSKY-Bluetooth-5.0-TWS-Earphone-Stereo-Wireless-Earbus-HIFI-Sound-Sport-Earphones-Headset-with-Mic-i.179602853.3300240714,1
https://shopee.ph/New-I7s-TWS-Apple-Airpods-Wireless-Bluetooth-Headset-Earphones-i.58188521.2321584940,1
https://shopee.ph/Freeze-Dreadtac-50ml-Vape-Juice-E-Liquid-Vaping-Low-Strength-High-VG-Legit-ejuice-eliquid-i.67747998.7347750064,1
https://shopee.ph/Original-i11-Airpods-1-1-TWS-Wireless-Bluetooth-i.58188521.2820101518,1
https://shopee.ph/3.5mm-Handsfree-Headset-YS-Samsung-HS330-S5830-Headset-Universal-Earphones-with-mic-cod-i.44303284.2761342666,1
https://shopee.ph/i12-TWS-Mini-Wireless-Bluetooth-Inpod-Airpod-Earphone-Stereo-Earbud-Sport-Headset-with-Mic-i.74676032.5759271672,1
https://shopee.ph/(COD)-Colors-TWS-Bluetooth-Earphone-i12-inPodTouch-Airpod-Key-Wireless-Headphone-Earbuds-Sports-Headsets-For-iPhone-Xiaomi-Smart-Phone-Android-Phone-No-Retail-Box-i.285426543.4651076998,1
